ID,Site,Mail_Consent,Email_Consent,Tier,City,Country,Age,Age_Group,Gender,Twelve_Month_ADT,Six_Month_ADT,Three_Month_ADT,One_Month_ADT,Twelve_Month_Theo_NW,Six_Month_Theo_NW,Three_Month_Theo_NW,One_Month_Theo_NW,Twelve_Month_Actual_NW,Six_Month_Actual_NW,Three_Month_Actual_NW,One_Month_Actual_NW,Twelve_Month_Trips,Six_Month_Trips,Three_Month_Trips,One_Month_Trips,Number_of_Comps_Taken_12_Months,Value_of_Comps_Taken_12_Months,Twelve_Month_Net_Comp ,Number_of_Comps_Taken_3_Months,Value_of_Comps_Taken_3_Months,Three_Month_Net_Comp ,Number_of_Comps_Taken_1_Month,Value_of_Comps_Taken_1_Month,One_Month_Net_Comp ,Lapse
757770,WB,Y,Y,GOLD   ,PICKERING,Canada,58,51-58,FEMALE,345.9602359,411.1693241,432.58967,410.549885,12800.52873,9045.72513,3893.30703,1231.649655,7568.59,1552.59,5966.59,793.27,37,22,9,3,5,268,756.0422984,1,30,281.4645624,0,0,98.5319724,No Lapse
757777,WB,Y,N,GOLD   ,MISSISSAUGA,Canada,72,67-74,FEMALE,328.6914991,401.9369015,415.408803,227.24381,17091.95795,13665.85465,7061.949651,908.97524,8970.66,5748.66,3982.66,3043.44,52,34,17,4,26,1186,181.3566361,9,554,10.95597208,1,60,12.7180192,No Lapse
757781,WB,Y,N,SILVER ,MAPLE,Canada,69,67-74,MALE  ,254.8985086,254.8985086,282.3129858,392.6401515,1274.492543,1274.492543,1129.251943,785.280303,1084.26,1084.26,787.26,540.58,5,5,4,2,0,0,101.9594034,0,0,90.34015544,0,0,62.82242424,No Lapse
757789,WB,Y,Y,GOLD   ,NORTH YORK,Canada,47,43-50,MALE  ,130.4057426,149.0972686,153.0502889,113.6418945,4564.20099,4323.82079,4285.40809,1136.418945,4175.24,3141.24,3042.24,968.5,35,29,28,10,1,44,321.1360792,1,44,298.8326472,1,44,46.9135156,No Lapse
757791,WB,Y,N,GOLD   ,BRAMPTON,Canada,66,59-66,FEMALE,686.1383771,685.4811555,540.9324157,603.881472,11664.35241,7540.29271,3786.52691,3019.40736,5616.16,4945.16,3040.16,4234.58,17,11,7,5,6,115,818.1481928,2,40,262.9221528,2,40,201.5525888,No Lapse
757803,WB,Y,N,GOLD   ,NORTH YORK,Canada,88,75+,FEMALE,254.32225,254.32225,254.32225,254.32225,508.6445,508.6445,508.6445,508.6445,759.25,759.25,759.25,759.25,2,2,2,2,0,0,40.69156,0,0,40.69156,0,0,40.69156,No Lapse
757804,WB,Y,Y,GOLD   ,MISSISSAUGA,Canada,50,43-50,FEMALE,268.7483833,267.0293214,47.53615,47.53615,2418.73545,1869.20525,142.60845,142.60845,3343.33,-605.67,-427.67,-427.67,9,7,3,3,3,81,112.498836,2,59,-47.591324,2,59,-47.591324,No Lapse
757811,WB,Y,Y,SILVER ,MISSISSAUGA,Canada,57,51-58,FEMALE,291.82495,0,0,0,583.6499,0,0,0,730,0,0,0,2,0,0,0,0,0,46.691992,0,0,0,0,0,0,6 Month Lasped
757812,WB,Y,N,SILVER ,MAPLE,Canada,53,51-58,FEMALE,273.774,273.774,273.774,0,273.774,273.774,273.774,0,313,313,313,0,1,1,1,0,0,0,21.90192,0,0,21.90192,0,0,0,1 Month Lapsed
757814,WB,Y,N,GOLD   ,NORTH YORK,Canada,59,59-66,FEMALE,295.3128037,234.0862899,196.2507998,205.1474467,7973.445699,2340.862899,981.253999,615.44234,4607.26,1700.26,2207.26,1341.84,27,10,5,3,2,94,543.8756559,1,44,34.50031992,1,44,5.2353872,No Lapse
757817,WB,N,N,GOLD   ,WOODBRIDGE,Canada,60,59-66,MALE  ,1424.072133,1622.7595,1872.542333,0,12816.6492,6491.038,5617.627,0,37643,3705,-5395,0,9,4,3,0,0,0,1025.331936,0,0,449.41016,0,0,0,1 Month Lapsed
757818,WB,Y,N,GOLD   ,SCARBOROUGH,Canada,49,43-50,MALE  ,242.7391469,324.582905,136.90685,0,11894.2182,6491.6581,273.8137,0,11205,11435,1325,0,49,20,2,0,4,115,836.537456,0,0,21.905096,0,0,0,1 Month Lapsed
757828,WB,Y,N,GOLD   ,TORONTO,Canada,50,43-50,FEMALE,94.79543974,87.57365393,86.91935244,78.90824685,14124.52052,7181.039622,4345.967622,1025.807209,13764.12,7601.12,4759.12,829.23,149,82,50,13,48,1101,28.96164176,11,300,47.67740976,4,132,-49.93542328,No Lapse
757832,WB,Y,N,GOLD   ,ETOBICOKE,Canada,54,51-58,FEMALE,404.4819442,633.2597186,633.2597186,247.05443,4853.78333,4432.81803,4432.81803,741.16329,5090.3,3661.3,3661.3,926.2,12,7,7,3,6,110,278.3026664,4,80,274.6254424,2,40,19.2930632,No Lapse
757835,WB,Y,N,SILVER ,ETOBICOKE,Canada,69,67-74,MALE  ,484.0619669,525.1393974,613.5675033,507.314675,14037.79704,12078.20614,7362.81004,1014.62935,25318.99,17913.99,10617.99,5177,29,23,12,2,6,280,843.0237632,1,110,479.0248032,0,0,81.170348,No Lapse
757839,WB,N,N,SILVER ,BRAMPTON,Canada,49,43-50,FEMALE,413.6710653,384.1165255,303.5391133,608.52528,6205.06598,4225.28178,1821.23468,608.52528,14534.86,8363.86,3622.86,1070.86,15,11,6,1,10,448,48.4052784,4,156,-10.3012256,1,30,18.6820224,No Lapse
757843,WB,Y,N,GOLD   ,RICHMOND HILL,Canada,61,59-66,FEMALE,363.0136,0,0,0,363.0136,0,0,0,1437,0,0,0,1,0,0,0,0,0,29.041088,0,0,0,0,0,0,6 Month Lasped
757844,WB,Y,Y,GOLD   ,NORTH YORK,Canada,54,51-58,FEMALE,140.9301758,147.3080537,148.8670108,120.4788639,22971.61866,12521.18456,6401.281463,1445.746367,13685.09,7411.09,3321.09,751.26,163,85,43,12,35,1571,266.729493,8,394,118.102517,3,154,-38.34029064,No Lapse
757851,WB,Y,Y,GOLD   ,NORTH YORK,Canada,61,59-66,FEMALE,300.9741167,345.2116,0,0,1805.8447,345.2116,0,0,2622,804,0,0,6,1,0,0,5,132,12.467576,0,0,0,0,0,0,3 Month Lapsed
757853,WB,Y,Y,GOLD   ,NORTH YORK,Canada,41,35-42,MALE  ,234.8039279,326.4717446,388.4883209,0,3756.862846,3264.717446,2719.418246,0,5589.86,4560.86,4099.86,0,16,10,7,0,0,0,300.5490277,0,0,217.5534597,0,0,0,1 Month Lapsed
757859,WB,Y,Y,GOLD   ,SCARBOROUGH,Canada,53,51-58,FEMALE,765.2446081,720.1167118,829.3432786,1078.124025,28314.0505,12241.9841,11610.8059,8624.9922,45758.2,28008.2,24552.2,20531.68,37,17,14,8,14,523,1742.12404,4,147,781.864472,3,125,564.999376,No Lapse
757887,WB,Y,N,GOLD   ,HAMILTON,Canada,46,43-50,MALE  ,245.7472187,292.6923251,144.6338503,8.617408,12533.10816,9951.539055,2169.507755,43.08704,11791.02,8681.02,-1476.98,-73.2,51,34,15,5,40,965,37.6486524,6,174,-0.4393796,0,0,3.4469632,No Lapse
757895,WB,Y,N,REWARDS,WINDSOR,Canada,43,43-50,FEMALE,252.1664933,229.0126,160.1049,184.7772,3782.4974,1832.1008,320.2098,184.7772,5187.75,3555.75,1571.75,895.75,15,8,2,1,14,207,95.599792,1,15,10.616784,0,0,14.782176,No Lapse
757905,WB,Y,N,GOLD   ,WHITBY,Canada,68,67-74,MALE  ,535.04926,0,0,0,2675.2463,0,0,0,2851,0,0,0,5,0,0,0,3,66,148.019704,0,0,0,0,0,0,6 Month Lasped
757906,WB,N,N,GOLD   ,OAKVILLE,Canada,58,51-58,MALE  ,386.1028609,453.4584736,513.9271896,244.9916487,18919.04019,12243.37879,5653.199086,734.974946,15894.3,4508.3,-1027.7,2291.58,49,27,11,3,9,480,1033.523215,2,70,382.2559269,2,70,-11.20200432,No Lapse
757913,WB,N,Y,GOLD   ,SCARBOROUGH,Canada,57,51-58,MALE  ,432.8489069,426.0325983,430.8187145,317.2100233,22508.14316,9798.74976,4739.00586,951.63007,11194.68,4449.68,2645.68,-963.29,52,23,11,3,2,60,1740.651453,1,30,349.1204688,1,30,46.1304056,No Lapse
757921,WB,Y,Y,GOLD   ,WOODBRIDGE,Canada,71,67-74,FEMALE,337.1481291,353.9622691,286.7591488,298.403925,21914.62839,8141.13219,2294.07319,596.80785,22621.66,8173.66,423.66,170.74,65,23,8,2,66,1409,344.1702712,1,15,168.5258552,0,0,47.744628,No Lapse
757923,WB,Y,N,GOLD   ,ETOBICOKE,Canada,74,67-74,FEMALE,177.7153469,215.32335,215.32335,242.166375,5686.8911,4737.1137,4737.1137,2905.9965,-864.5,-2697.5,-2697.5,-2569.5,32,22,22,12,1,30,424.951288,1,30,348.969096,0,0,232.47972,No Lapse
757938,WB,N,Y,GOLD   ,OAKVILLE,Canada,67,67-74,MALE  ,504.8349638,588.5646606,634.359017,744.9337325,8582.194385,4708.517285,3171.795085,1489.867465,7960,2213,-207,3899.22,17,8,5,2,10,396,290.5755508,4,85,168.7436068,2,40,79.1893972,No Lapse
757946,WB,Y,Y,SILVER ,MISSISSAUGA,Canada,54,51-58,FEMALE,233.6356,0,0,0,233.6356,0,0,0,-192,0,0,0,1,0,0,0,0,0,18.690848,0,0,0,0,0,0,6 Month Lasped
757947,WB,Y,N,GOLD   ,BRAMPTON,Canada,56,51-58,FEMALE,273.6816141,267.0111156,225.4420933,275.98202,10126.21972,7209.30012,2705.30512,1379.9101,15832.92,15997.92,7055.92,4257.44,37,27,12,5,18,599,211.0975776,8,250,-33.5755904,3,131,-20.607192,No Lapse
757951,WB,Y,N,GOLD   ,ETOBICOKE,Canada,66,59-66,MALE  ,673.029438,933.8186896,925.1494125,321.6551375,15479.67708,11205.82428,5550.896475,643.310275,19494,10712,2937,1949,23,12,6,2,21,853,385.374166,5,212,232.071718,2,102,-50.535178,No Lapse
757957,WB,N,Y,GOLD   ,NORTH YORK,Canada,49,43-50,MALE  ,346.9239637,340.6785129,366.1488874,290.7643688,41283.95169,18055.96119,12082.91329,3489.172425,37797.56,15264.56,10556.56,2496.2,119,53,33,12,26,1134,2168.716135,5,180,786.6330628,1,30,249.133794,No Lapse
757966,WB,Y,Y,GOLD   ,BRAMPTON,Canada,67,67-74,FEMALE,343.2790183,337.9975167,296.5404782,332.6584585,24716.08932,10477.92302,3855.026217,1330.633834,22505.58,6913.58,3623.58,341.57,72,31,13,4,53,1499,478.2871454,8,230,78.40209736,3,85,21.45070672,No Lapse
757974,WB,Y,N,GOLD   ,TORONTO,Canada,68,67-74,MALE  ,141.8217893,173.1783822,182.480212,198.165335,4254.65368,3117.21088,2737.20318,1387.157345,6290.86,3825.86,3304.86,2853.75,30,18,15,7,3,118,222.3722944,2,74,144.9762544,2,74,36.9725876,No Lapse
757975,WB,Y,N,SILVER ,OAKVILLE,Canada,58,51-58,MALE  ,328.4213,401.6705,0,0,1313.6852,401.6705,0,0,-1402,-290,0,0,4,1,0,0,5,133,-27.905184,0,0,0,0,0,0,3 Month Lapsed
757981,WB,Y,N,GOLD   ,EAST YORK,Canada,40,35-42,MALE  ,466.924358,511.420574,511.420574,0,1400.773074,511.420574,511.420574,0,3226.96,405.96,405.96,0,3,1,1,0,1,60,52.06184592,1,60,-19.08635408,0,0,0,1 Month Lapsed
757990,WB,Y,N,GOLD   ,WOODBRIDGE,Canada,74,67-74,FEMALE,244.1769,354.2307333,293.1992,0,1465.0614,1062.6922,293.1992,0,2516.56,2439.56,798.56,0,6,3,1,0,4,96,21.204912,0,0,23.455936,0,0,0,1 Month Lapsed
758005,WB,Y,N,SILVER ,MARKHAM,Canada,70,67-74,FEMALE,254.288,254.288,435.6179,0,508.576,508.576,435.6179,0,1349,1349,1309,0,2,2,1,0,0,0,40.68608,0,0,34.849432,0,0,0,1 Month Lapsed
758017,WB,Y,N,GOLD   ,OAKVILLE,Canada,62,59-66,FEMALE,263.1029663,47.281215,85.07193,0,2104.82373,94.56243,85.07193,0,2839.28,447.28,342.28,0,8,2,1,0,7,80,88.3858984,0,0,6.8057544,0,0,0,1 Month Lapsed
758021,WB,Y,Y,GOLD   ,ETOBICOKE,Canada,57,51-58,FEMALE,195.5650978,196.3178538,264.852026,337.097192,3520.17176,3141.08566,2648.52026,1685.48596,4685.47,3446.47,2872.47,2512.32,18,16,10,5,1,36,245.6137408,1,36,175.8816208,1,36,98.8388768,No Lapse
758038,WB,Y,Y,GOLD   ,BRAMPTON,Canada,67,67-74,FEMALE,142.8462642,161.4433872,125.7904569,131.7710991,16570.16664,10816.70694,6289.522843,2898.964181,16468.35,9359.35,10870.35,3826.02,116,67,50,22,99,1325,0.61333144,49,667,-163.8381726,25,286,-54.08286552,No Lapse
758045,WB,Y,Y,SILVER ,MISSISSAUGA,Canada,51,51-58,FEMALE,255.517981,275.8351372,264.0306663,301.37489,13031.41703,6895.878429,2904.337329,1205.49956,13766.3,7819.3,3383.3,1926.68,51,25,11,4,15,653,389.5133623,4,176,56.34698632,3,132,-35.5600352,No Lapse
758048,WB,Y,N,REWARDS,TORONTO,Canada,34,27-34,FEMALE,250.0369,0,0,0,250.0369,0,0,0,505,0,0,0,1,0,0,0,0,0,20.002952,0,0,0,0,0,0,6 Month Lasped
758061,WB,Y,N,GOLD   ,TORONTO,Canada,65,59-66,FEMALE,355.7745469,306.6226295,324.8010038,530.9279183,26327.31647,10118.54677,6171.219072,1592.783755,12870.48,17286.48,9480.48,4019.44,74,33,19,3,52,1650,456.1853178,8,310,183.6975258,2,156,-28.5772996,No Lapse
758067,WB,Y,N,GOLD   ,BRAMPTON,Canada,58,51-58,FEMALE,247.9465791,219.9193424,307.72814,312.34753,11653.48922,3738.62882,2461.82512,1249.39012,29474.9,11189.9,8521.9,3901.9,47,17,8,4,31,729,203.2791376,5,115,81.9460096,2,40,59.9512096,No Lapse
758068,WB,Y,N,GOLD   ,BRAMPTON,Canada,68,67-74,MALE  ,741.4018333,741.4018333,751.0874,0,2224.2055,2224.2055,751.0874,0,4120,4120,1303,0,3,3,1,0,3,127,50.93644,1,90,-29.913008,0,0,0,1 Month Lapsed
758081,WB,Y,Y,GOLD   ,MAPLE,Canada,30,27-34,MALE  ,466.4158645,361.193733,402.1602068,182.3481143,46641.58645,20226.84905,14879.92765,1276.4368,30502.17,15990.17,9390.17,593.55,100,56,37,7,53,2817,914.326916,21,781,409.394212,3,90,12.114944,No Lapse
758091,WB,Y,Y,SILVER ,ETOBICOKE,Canada,55,51-58,FEMALE,278.5278292,244.5417275,280.891816,73.52592375,16433.14192,7336.251824,3932.485424,294.103695,20718.15,7937.15,1224.15,936.1,59,30,14,4,26,588,726.6513539,6,140,174.5988339,2,40,-16.4717044,No Lapse
758094,WB,N,Y,REWARDS,BRAMPTON,Canada,69,67-74,FEMALE,229.4140807,234.2933335,295.869588,188.6946382,9864.805472,8200.266672,5621.522172,943.473191,8765.69,6090.69,4056.69,1661.73,43,35,19,5,6,392,397.1844378,2,154,295.7217738,0,0,75.47785528,No Lapse
758096,WB,Y,Y,GOLD   ,NORTH YORK,Canada,68,67-74,MALE  ,1103.180565,955.847271,1316.783065,1892.341013,187540.6961,77423.62896,50037.75646,26492.77419,15168.13,-35389.87,-53212.87,-10928.13,170,81,38,14,311,8241,6762.255684,48,1267,2736.020516,25,502,1617.421935,No Lapse
758098,WB,Y,N,SILVER ,BRAMPTON,Canada,32,27-34,MALE  ,345.6810872,220.1696675,177.9067554,352.996745,11407.47588,2862.205677,889.533777,352.996745,7036.36,4885.36,1423.36,373.85,33,13,5,1,34,597,315.5980702,1,20,51.16270216,1,20,8.2397396,No Lapse
758099,WB,Y,N,GOLD   ,NORTH YORK,Canada,70,67-74,FEMALE,179.6859283,211.2040073,239.1064943,282.8117963,7007.751203,5913.712203,4064.810403,1696.870778,3545.41,1828.41,1347.41,184.53,39,28,17,6,24,359,201.6200962,10,150,175.1848322,5,75,60.74966224,No Lapse
758106,WB,N,Y,SILVER ,OSHAWA,Canada,49,43-50,FEMALE,657.2971991,803.7096768,511.9265094,169.0933,17747.02438,11251.93548,4095.412075,507.2799,32617,26930,11656,4488.5,27,14,8,3,0,0,1419.76195,0,0,327.632966,0,0,40.582392,No Lapse
758109,WB,Y,N,SILVER ,WILLOWDALE,Canada,65,59-66,FEMALE,452.5203402,452.5203402,476.3130304,416.8694788,21720.97633,21720.97633,11431.51273,3334.95583,38101.67,38101.67,17176.67,13758.85,48,48,24,8,53,1170,567.6781064,20,420,494.5210184,9,180,86.7964664,No Lapse
758116,WB,N,Y,GOLD   ,FERGUS,Canada,45,43-50,FEMALE,751.2979391,248.449825,94.08803333,0,17279.8526,993.7993,282.2641,0,24282.2,6621.2,-339.8,0,23,4,3,0,3,168,1214.388208,0,0,22.581128,0,0,0,1 Month Lapsed
758120,WB,Y,N,GOLD   ,TORONTO,Canada,82,75+,MALE  ,657.1889,0,0,0,1314.3778,0,0,0,1261,0,0,0,2,0,0,0,0,0,105.150224,0,0,0,0,0,0,6 Month Lasped
758121,WB,N,Y,GOLD   ,TORONTO,Canada,57,51-58,FEMALE,282.4527115,343.7932688,308.5274883,437.9502,4801.696095,4469.312495,2776.747395,437.9502,6859.15,5944.15,5287.15,228,17,13,9,1,1,44,340.1356876,0,0,222.1397916,0,0,35.036016,No Lapse
758122,WB,Y,Y,GOLD   ,MISSISSAUGA,Canada,50,43-50,FEMALE,881.727908,846.2342914,843.9572382,808.6989294,94344.88616,43157.94886,27850.58886,7278.290365,44916.49,29764.49,16524.49,6671.37,107,51,33,9,62,1055,6492.590893,14,286,1942.047109,5,146,436.2632292,No Lapse
758128,WB,Y,N,GOLD   ,SCARBOROUGH,Canada,53,51-58,MALE  ,548.50115,0,0,0,1097.0023,0,0,0,663,0,0,0,2,0,0,0,0,0,87.760184,0,0,0,0,0,0,6 Month Lasped
758129,WB,Y,N,GOLD   ,THORNHILL,Canada,80,75+,FEMALE,249.3988575,226.0006232,173.1903464,548.430285,18704.91431,4972.01371,1905.09381,1096.86057,32126.07,9691.07,4154.07,2501.93,75,22,11,2,62,1091,405.3931448,7,180,-27.5924952,1,15,72.7488456,No Lapse
758132,WB,Y,Y,GOLD   ,UNIONVILLE,Canada,54,51-58,MALE  ,454.8249592,567.434851,494.0263033,177.41341,17738.17341,5674.34851,1482.07891,177.41341,26984.46,9165.46,2254.46,194.46,39,10,3,1,13,696,723.0538728,1,86,32.5663128,1,86,-71.8069272,No Lapse
758138,WB,Y,N,SILVER ,BARRIE,Canada,70,67-74,MALE  ,323.2231742,236.8239422,214.26177,214.26177,7757.35618,2131.41548,857.04708,857.04708,14155.55,8017.55,6217.55,6217.55,24,9,4,4,23,344,276.5884944,4,60,8.5637664,4,60,8.5637664,No Lapse
758164,WB,Y,Y,GOLD   ,NEPEAN,Canada,67,67-74,FEMALE,244.9351143,0,0,0,1714.5458,0,0,0,2038,0,0,0,7,0,0,0,3,45,92.163664,0,0,0,0,0,0,6 Month Lasped
758169,WB,N,Y,GOLD   ,TORONTO,Canada,61,59-66,FEMALE,380.5087492,1108.475597,1632.430545,0,4566.10499,3325.42679,3264.86109,0,-798.39,-1638.39,-1816.39,0,12,3,2,0,9,213,152.2883992,0,0,261.1888872,0,0,0,1 Month Lapsed
758177,WB,Y,N,GOLD   ,TORONTO,Canada,67,67-74,MALE  ,148.4519581,175.1934045,295.6859714,262.67285,4602.0107,3854.2549,2069.8018,1050.6914,4611,3424,1759,1367.5,31,22,7,4,8,155,213.160856,1,20,145.584144,1,20,64.055312,No Lapse
758180,WB,Y,Y,GOLD   ,KITCHENER,Canada,54,51-58,FEMALE,461.2552211,479.0040298,455.0361529,448.1389386,22601.50584,13412.11284,5460.433835,3136.97257,25534.39,22215.39,10275.39,6479.58,49,28,12,7,17,821,987.1204668,5,329,107.8347068,2,47,203.9578056,No Lapse
758195,WB,Y,Y,REWARDS,SUMMER BEAVER,Canada,35,35-42,FEMALE,512.1318,0,0,0,1024.2636,0,0,0,2896,0,0,0,2,0,0,0,1,15,66.941088,0,0,0,0,0,0,6 Month Lasped
758199,WB,Y,N,GOLD   ,SCARBOROUGH,Canada,64,59-66,FEMALE,396.3936,396.3936,396.3936,0,792.7872,792.7872,792.7872,0,-372,-372,-372,0,2,2,2,0,0,0,63.422976,0,0,63.422976,0,0,0,1 Month Lapsed
758204,WB,Y,Y,SILVER ,MISSISSAUGA,Canada,69,67-74,MALE  ,284.2557,284.2557,284.2557,284.2557,284.2557,284.2557,284.2557,284.2557,827.65,827.65,827.65,827.65,1,1,1,1,0,0,22.740456,0,0,22.740456,0,0,22.740456,No Lapse
758212,WB,Y,Y,GOLD   ,DON MILLS,Canada,72,67-74,FEMALE,360.0097125,546.3692808,782.638525,106.2126,12960.34965,7102.80065,1565.27705,106.2126,10313.35,6752.35,2420.35,464.9,36,13,2,1,22,671,365.827972,1,40,85.222164,0,0,8.497008,No Lapse
758213,WB,Y,Y,SILVER ,COLLINGWOOD,Canada,75,75+,FEMALE,403.63512,450.319815,477.25926,548.871216,10898.14824,7205.11704,4295.33334,1646.613648,11968.16,6866.16,5079.16,2157.66,27,16,9,3,33,697,174.8518592,11,229,114.6266672,6,121,10.72909184,No Lapse
758247,WB,Y,N,SILVER ,SCARBOROUGH,Canada,79,75+,FEMALE,268.6222333,219.99,0,0,805.8667,439.98,0,0,1403,666,0,0,3,2,0,0,1,44,20.469336,0,0,0,0,0,0,3 Month Lapsed
758251,WB,Y,N,GOLD   ,BRAMPTON,Canada,73,67-74,MALE  ,391.5445125,485.69147,445.890075,0,4698.53415,2428.45735,891.78015,0,5746.19,3042.19,356.19,0,12,5,2,0,9,134,241.882732,1,15,56.342412,0,0,0,1 Month Lapsed
758254,WB,N,Y,GOLD   ,MAPLE,Canada,43,43-50,MALE  ,233.4754,0,0,0,466.9508,0,0,0,730,0,0,0,2,0,0,0,1,20,17.356064,0,0,0,0,0,0,No Lapse
758269,WB,Y,N,GOLD   ,ETOBICOKE,Canada,57,51-58,MALE  ,599.789756,714.8840122,602.590605,620.3520375,54580.8678,29310.2445,12051.8121,4962.8163,54904,30500,13050,1104.05,91,41,20,8,41,1223,3143.469424,12,247,717.144968,4,79,318.025304,No Lapse
758272,WB,Y,Y,GOLD   ,MISSISSAUGA,Canada,38,35-42,FEMALE,3171.881524,3750.728397,3660.744794,1921.9272,177625.3653,93768.20993,40268.19273,3843.8544,242498.23,123456.23,83865.23,16768,56,25,11,2,72,6301,7909.029226,10,370,2851.455418,2,30,277.508352,No Lapse
758280,WB,N,Y,GOLD   ,MISSISSAUGA,Canada,51,51-58,FEMALE,631.0937,0,0,0,631.0937,0,0,0,364,0,0,0,1,0,0,0,0,0,50.487496,0,0,0,0,0,0,6 Month Lasped
758286,WB,Y,N,SILVER ,TORONTO,Canada,76,75+,MALE  ,335.3647178,321.4702743,276.21656,97.52812,6036.56492,2250.29192,552.43312,97.52812,4623.78,1186.78,458.78,69.78,18,7,2,1,0,0,482.9251936,0,0,44.1946496,0,0,7.8022496,No Lapse
758287,WB,Y,N,GOLD   ,MARKHAM,Canada,73,67-74,MALE  ,278.2698,0,0,0,278.2698,0,0,0,229,0,0,0,1,0,0,0,0,0,22.261584,0,0,0,0,0,0,6 Month Lasped
758289,WB,Y,N,GOLD   ,TORONTO,Canada,82,75+,FEMALE,252.2412333,0,0,0,756.7237,0,0,0,760,0,0,0,3,0,0,0,0,0,60.537896,0,0,0,0,0,0,6 Month Lasped
758293,WB,Y,Y,GOLD   ,CALEDON EAST,Canada,50,43-50,FEMALE,565.5975125,471.649625,431.57405,431.57405,2262.39005,943.29925,431.57405,431.57405,6041,1792,137,137,4,2,1,1,5,240,-59.008796,2,108,-73.474076,2,108,-73.474076,No Lapse
758296,WB,N,N,GOLD   ,NORTH YORK,Canada,41,35-42,MALE  ,562.6885,0,0,0,562.6885,0,0,0,434,0,0,0,1,0,0,0,0,0,45.01508,0,0,0,0,0,0,6 Month Lasped
758297,WB,N,N,GOLD   ,NORTH YORK,Canada,73,67-74,MALE  ,176.9250945,155.3122908,167.6775408,183.3348323,12384.75661,6523.116212,2515.163112,1283.343826,15218.9,9649.9,4056.9,1416.67,70,42,15,7,40,842,148.780529,6,166,35.21304896,3,116,-13.33249392,No Lapse
758309,WB,N,N,SILVER ,NEWMARKET,Canada,57,51-58,FEMALE,285.71314,238.07918,238.07918,238.07918,571.42628,238.07918,238.07918,238.07918,-296.08,-652.08,-652.08,-652.08,2,1,1,1,0,0,45.7141024,0,0,19.0463344,0,0,19.0463344,No Lapse
758322,WB,N,N,SILVER ,EAST YORK,Canada,59,59-66,MALE  ,400.4875,0,0,0,400.4875,0,0,0,1100,0,0,0,1,0,0,0,0,0,32.039,0,0,0,0,0,0,6 Month Lasped
758323,WB,Y,N,GOLD   ,ETOBICOKE,Canada,51,51-58,FEMALE,200.9875938,170.2177464,177.4050606,160.8411731,11657.28044,7489.580843,6563.987243,1930.094077,7664.09,4386.09,2766.09,1498.77,58,44,37,12,0,0,932.5824354,0,0,525.1189794,0,0,154.4075262,No Lapse
758325,WB,N,Y,GOLD   ,WHITBY,Canada,54,51-58,FEMALE,685.3319893,640.27909,305.2168,0,19189.2957,6402.7909,610.4336,0,29986,11129,2004,0,28,10,2,0,4,630,905.143656,0,0,48.834688,0,0,0,1 Month Lapsed
758326,WB,Y,Y,GOLD   ,ETOBICOKE,Canada,65,59-66,MALE  ,223.7080034,229.8333132,247.0170536,307.5816,9843.15215,4366.83295,3458.23875,1537.908,11385,3867,2855,1711.75,44,19,14,5,20,754,33.452172,6,220,56.6591,3,120,3.03264,No Lapse
758334,WB,Y,N,GOLD   ,BRAMPTON,Canada,60,59-66,FEMALE,368.0253596,390.2416569,371.65586,411.6250633,16929.16654,5073.14154,1486.62344,1234.87519,15342.42,12533.42,6237.42,5160.05,46,13,4,3,29,925,429.3333232,4,60,58.9298752,3,45,53.7900152,No Lapse
758356,WB,Y,N,GOLD   ,TORONTO,Canada,55,51-58,FEMALE,228.088,0,0,0,228.088,0,0,0,680,0,0,0,1,0,0,0,0,0,18.24704,0,0,0,0,0,0,6 Month Lasped
758361,WB,Y,Y,GOLD   ,TORONTO,Canada,43,43-50,FEMALE,570.9221311,905.7575571,103.9805,0,34826.25,12680.6058,415.922,0,55967,32623,348,0,61,14,4,0,50,1689,1097.1,3,124,-90.72624,0,0,0,1 Month Lapsed
758366,WB,Y,Y,GOLD   ,MISSISSAUGA,Canada,60,59-66,FEMALE,645.1075,0,0,0,645.1075,0,0,0,500,0,0,0,1,0,0,0,3,144,-92.3914,0,0,0,0,0,0,6 Month Lasped
758371,WB,N,N,SILVER ,SCARBOROUGH,Canada,61,59-66,MALE  ,508.1381733,281.00702,281.00702,0,1524.41452,281.00702,281.00702,0,-593.34,1082.66,1082.66,0,3,1,1,0,2,108,13.9531616,0,0,22.4805616,0,0,0,1 Month Lapsed
758376,WB,Y,Y,GOLD   ,NORTH YORK,Canada,58,51-58,MALE  ,592.9257157,817.3793326,979.8955115,0,30832.13722,20434.48332,9798.955115,0,29051.09,17698.09,9617.09,0,52,25,10,0,30,1170,1296.570977,7,289,494.9164092,0,0,0,1 Month Lapsed
758390,WB,N,N,GOLD   ,ETOBICOKE,Canada,72,67-74,MALE  ,480.6563182,226.6965625,248.0032,255.0194,10574.439,1813.5725,992.0128,255.0194,11296,3235,1950,1544,22,8,4,1,12,428,417.95512,1,10,69.361024,0,0,20.401552,No Lapse
758398,WB,Y,N,SILVER ,NORTH YORK,Canada,77,75+,MALE  ,279.1251171,276.8389725,358.3705375,340.2360967,5303.377225,2768.389725,2150.223225,1020.70829,7715.98,4683.98,3726.98,2245.4,19,10,6,3,5,148,276.270178,1,30,142.017858,0,0,81.6566632,No Lapse
